"Title","Date","Rating","Content"
"Hello Paul.","1 May 2008",NA,"A new take on the traditional horror formulae, Saw combines elements from the psychological thriller and slasher canon to create an effective chiller that goes out of its way to create numerous inventive death scenes that will appeal to gore-hounds. I don't think many films set in predominantly one location have been as creative. You start from square one, as an audience member knowing as little as the two leads, then as they find out the reasoning behind their plight the plot unravels into an edge-of-your seat if routine finale, that is set apart by a fairly convincing twist that is well mapped out, even if the acting and the dialogue is a bit shoddy at times.7/10"
"Creepy!","3 March 2005","7","""Saw"" is a morality tale to the extreme. The question ""What would you do to stay alive"" is constantly posed through the movie. 2 men, Dr. Gordon (Cary Elwes) and Adam (Leigh Whannelle, who also helped with the screenplay)wake up in a room, each with a chain on their foot. A creepy voice tells the doctor that he has to make a choice: Kill Adam by 6 or his wife and child will die. Through a series of flashbacks, we find out that Dr. Gordon was originally a suspect in a series of grisly murders dubbed ""The Jigsaw Murders."" Funny thing is, the victims aren't murdered, but are manipulated by the serial killer to do themselves in. Many of the ""murders"" are graphic (This one individual had to climb through heavy duty barbed wire in order to escape). Danny Glover plays a detective that becomes obsessed with the case (And has his own battle scars dealing with the killer). The ending is jaw dropping and you just KNOW that a sequel would have to be made (TOO many unanswered question!). By the time the credits roll, you wonder if YOU would do the same to stay alive.For true horror buffs and for those who want a good scare."
"Saw","21 August 2021","7","I've never seen any of the Saw films until now, and I'm glad I did. This wasn't what I was entirely expecting, but it was a pleasant surprise, understanding now, the high praise around it."
"Should have left it there","12 July 2020",NA,"Saw is a brilliant movie. I remember watching it back in 2004, at the time it was something completely different for the genre and the twist at the end took me by surprise. Loved it.The problem this move has is all the sequels, they were unnecessary. We didn't need any more than we got in the first one. Now when I hear the movie Saw mentioned I sigh, shame really because the first one was awesome then was ruined by greed. Guilty by association and loses 2 stars."
"Better than average but not perfect thriller/horror","12 May 2006","10","Saw is one of those sort of movies where the less said about it the better.... but the whole plot surrounds two men who wake up chained in a dirty bathroom who soon discover they are playing a psychopath's game where the only way to escape is for one man to kill the other...Saw is a pretty interesting movie for the most part - with heaps of plot twists and ""killer"" scenes - it delivers the requisite thrills and chills that a good horror/thriller movie should.Some of the scenes are just soo squirming disturbing - it should have the horror fans begging for more...But for all its pluses - I find that the acting in Saw is a little undercooked. Leigh Whannell, an ex-Australian TV presenter feels a little out of his depth in the more emotional scenes (not to mention that his accent seems to drop in and out of being Aussie) and Cary Elwes character seems to go from ""perfectly sane"" to ""insanely mad"" in about two seconds at the climax of the film. That moment (and you would know it if you have seen the movie) - just doesn't gel like it should...But despite it flaws - Saw is a pretty good movie (for those into gutwrenching horror stuff)..."
"Good...Not Great.","19 September 2005","10","My only complaint with this movie is Cary Elwes.Danny Glover...unlike in Predator 2...does an exceptional job, but Cary Elwes...nothing against his acting ability. He's exceptionally talented. And he clearly does his best.He's just too Mr. Rogers for this role. I think perhaps his casting was intended to provide a kind of sense that this could happen to anyone. Even the most innocent well-intended character.But I don't know. He didn't seem to fit the role.Aside from the casting, however, this movie rules, and that's why I'm giving it an 8 out of 10. The ""bad guy"" is unbelievable...one of the smartest and coolest mad geniuses I've seen in a movie for...a while.And the ending...well... it will surprise you. And the last line is something you'll be quoting for weeks afterward.Go see it."
"Didn't make a lot of sense, but I didn't want to saw off my limb either.","8 March 2005",NA,"I enjoy a good ""buckets of blood"" film every now and then, and when the film carries an original concept that makes it a lot easier to watch too. ""Saw"" isn't the gore fest that I thought it would be, but it's pretty close and lots of the film is disgusting and creepy. The creep factor is high in this one.The film starts out with two guys chained to a pipe in a seedy bathroom. There is a dead guy in the room with his brains blown off holding a gun on the floor. The two of them are each given a tape to listen to and follow the instructions. Cary Elwes plays one of the guys and he is instructed to kill the other guy by a time deadline or his family will be killed. The men are also given a saw. the saw won't work on the chains, but it's there to cut through their limbs to get loose. The man behind this is a serial killer named Jigsaw and until later in the film, he never actually kills anybody. He carefully picks his victims and sets them up in precarious situations, that would make them want to kill themselves. All the victims are flawed people such as prostitutes and adulterers. This aspect reminded me of the film ""Se7en"".The film is very scary at times and you never really know whats going to happen next, most of the time. It's well directed and pretty smart. My complaint is that towards the end of the film, you know whats coming. There is a twist ending that makes little sense and I suppose that most horror movies seem to all have twist endings nowadays. That's fine if they help the film. The movie also stars B-Movie horror queen Dina Meyer, Monica Potter, and in a bizarre role for him, Danny Glover. I'm recommending ""Saw"" to people who like their films scary, full of blood, and creepy. If that's not your thing, you'll hate this movie. It kept my interest and I liked it. (***)"
"Implausible, irritating and full of plot holes","9 July 2006","7","The current rating for this horror film indicates it is one of the greatest of all time. Give me a break! It's not even close. Unless you are VERY forgiving of glaring plot holes, bad acting, annoying dialogue, ""trendy"" rapid fire MTV-style editing, lame ""edgy"" industrial music soundtracks and a pathetic ""moral"" justification for murder delivered by a psycho obviously copied from Kevin Spacey's Se7en character, then you might be amongst the people who think this is something special. But if you're like me and take a more analytical approach to these thrillers, this thing simply falls apart at the seams and leads up to a surprise twist so implausible and unbelievable it must be seen to be believed. Not only this, but the film refuses to stay in one place for long. It jumps from the main story (leads Cary Elwes and Leigh Whannell chained up in a bathroom and trying to figure a way to escape) about five times too many to maintain the suspense. We get to see bits and pieces of the police investigation and the killer terrorizing the wife and daughter of Elwes' doctor character. Said wife acts like a complete and utter moron even after the killer sticks a gun in her daughters face.It's not a great movie. It's not even a good movie. It's just a pedestrian thriller all jazzed up with tricky editing, jump cuts, some gore and loud music to appeal to the teenagers and intellectually stunted adults in the audience. Anyone with a brain, however, will find it hard to swallow and not worth the effort at all."
"Sadistic nonsense that panders to those seeking thrills over logic.","28 December 2006","7","Just when I thought ""Copycat"" and ""Nightwatch"" couldn't be ""topped"" in the serial-killer genre, comes this piece of garbage straight out of the pen of a cretin. Either that or he considers every potential viewer to be a cretin. This nonsense has so many gaping holes in logic that it looks like a filmic version of Swiss cheese, and has more far-fetchedness than I've seen in years. Stylish? Yes, but does that even begin to make up for a plot so ridiculous it could have been written by Ed Wood's nostril in a nano-second? It is rare that I so give up on a movie that I have to fast-forward certain scenes to get it over with. Check out the mind-bogglingly dumb ending: one of the dumbest in the history of ALL cinema. What's next? A serial-killer who kills million people a day, looks like a giraffe, jumps like a kangaroo, and lives on Mars?"
"Strange Film","18 November 2007",NA,"If you like blood and gore and the most unexpected things displayed on the big screen, this is the film for you. The story starts off with a surgeon and a photographer who are placed in a horrible dirty bathroom with urinals along with filthy toilets and these guys are chained to steel posts and are given instructions by their captive. This person is a deranged, sadistic serial killer who plays all sorts of games with his victims and forces them into a real struggle to survive from their captivity. The victims of this madman have to fight to win their lives back, or die in trying. This is a crazy film which really makes no sense at all and you could avoid viewing viewing this film."
"A true suspense thriller","23 December 2006","1","Saw in my opinion is an excellent suspense thriller/horror film. Many people pick it apart for several different reasons, and while i admit it may have it's flaws, i believe the important thing about a movie is the effect it has on you while watching it, rather than what you get when you pick apart every single little detail, and this particular film blew me away.It's somewhat of a slow builder, but that's one of the things that makes it so good. It introduces the characters and keeps you interested in what's happening to them and how they interact with each other. You feel like you're there with them the whole time throughout their ordeal, and it makes you care about the characters.Some of the scenes in this movie are truly suspenseful. One in particular will have you on the edge of your seat, not wanting to even breathe, and then even though you should be able to guess what happens at the end of the scene, it will still make you jump.other scenes will make you laugh right before throwing in something completely unexpected.and after all of the excellent, gripping build up, all hell finally breaks loose in the end, leading up to one of the best horror film endings i have ever seen.This is an exciting movie that will get your heart racing, and i gave it a 10/10. i recommend everybody who's into psychological thrillers and who don't mind a little excess blood see this film."
"A game you have no choice to be a part of","28 February 2007","1","Can you imagine being a part of somebody's sick and demented game that could result in your death? Adam (Leigh Whannel) and Dr. Lawrence Gordon (Cary Elwes) were just that. They both woke up in a room in some unknown building, chained to pipes with a dead man on the floor. In that room were all the clues and tools they needed to escape, or risk perishing there; all they had to do was find them.""Saw"" was one twisted movie but it was well done. The movie held you in suspense throughout while also interweaving the necessary background information that lead the two pawns to their current situation. Saw was made effective by having an appealing multi-layered plot. There was the cop trying to catch Jigsaw (the bad guy), there were the two guys in the room trying to get out, and of the two guys, one guy in the room also needed to save his family, and on top of all that you are trying to figure out just who the bad guy was.I was completely engrossed in this movie. I wanted to see the two guys survive and I desperately wanted the mastermind behind the whole sick scheme to be caught, and preferably tortured. This was one of those thrillers where you had a true rooting interest in seeing the antagonist either caught or destroyed. Every suspense or thriller has an antagonist, but not many have one that you can really loathe and pray for his demise. ""Saw"" effectively combined the suspense of whether or not the two main characters would survive along with the suspense of whether or not the bad guy would be caught. This was a well done movie, and even though the ending infuriated me to no end, it was a great twist."
"Chilling and brilliant","3 March 2005",NA,"While ""Saw"" is not the most original movie I've ever seen, I will admit I haven't seen a movie quite as suspenseful, engaging and satisfying in quite a while. Saw is a gripping film that walks the line between suspense and horror. The story is twisted and reminiscent of ""Se7en"" and ""Hannibal."" The sets were incredible and gory. The real star here is Cary Elwes, who turns in a great performance. Kudos also to the director James Wan, who did a fantastic job. The ending was original and satisfying and you'll never guess who the ""Jigsaw"" killer turns out to be. Take the phone off the hook, turn out the lights and watch this movie if you haven't seen it yet. Interesting fact: the guy who plays Adam (Leigh Whannell) wrote the script."
"The Start Of Torture P*rn","13 March 2020","8","Look, this movie started a lot of intense and very gory horror movies. I will say that the only reason I'm not giving this a 6/10 is because of the fact that this movie was made because the people making it said. Hey, what if we made a horror movie that takes place in one room. Without seeing the sequels I am confident that they're better. The problem with this movie is that although they show the other victims of Jigsaw, we don't have any reason to care. Saw is mainly about 2 people, kidnapped and trapped in one room. Trying to get out. Many of the editing in this movie is just sped up creepy montages, but I am still going to give this one a 7. Don't know if I will ever watch the sequels, but this is a must watch for any horror fan, even if parts of it don't make a lot of sense."
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","6","NA"
"NA","NA","6","NA"
"NA","NA",NA,"NA"
"NA","NA","2","NA"
"NA","NA","2","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"' so I saw Saw last night...'","2 January 2006","9","Clever, highly intense horror-thriller is one of the most intelligently done killer thrillers in years.Two men awaken to discover that they are chained inside a dilapidated old restroom, having fallen into the hands of a murderer who likes to play deadly games with his victims.Well-written and tightly directed, Saw is a truly dark and nerve-grinding kind of suspense thriller. From it's mysterious opening to it's twisted, shocking finale it is a high-powered shocker that's sure to draw in any viewer. It packs plenty of chilling sequences, eerie atmosphere, and references to some old-school horror films.The cast isn't bad. Cary Elwes does a good performance as a trapped doctor who is desperate to save his family from the madman. Leigh Whannell (who co-wrote the film) is great as a photographer who's also caught up in the madness. Veteran actor Danny Glover is perfect as a police detective determined to find the killer.An unforgettable horror film all around, Saw is not to be missed.*** 1/2 out of ****"
"Gruesome but effective horror film","28 February 2006","9","Saw was a disturbing film with some really gruesome scenes. This movie was definitely a psychological beat down in my experience of watching it. The over the top acting was a little too much, but it got its point across.This is a movie about a serial killer named Jigsaw. He wants to teach certain amoral people how to value life, but he does so in such a horrifying way that his victims must overcome vicious tests where they either do what they need to survive or die because they didn't try hard enough. With his tests there is always a way out, but it is up to the victims to show how far they will go to survive.Dark and disturbing, with very little hope for it characters, this was one of the most depressing horror movies I've ever seen. Nothing more to say. I may not have liked this movie very much, but I mean that in a good way. When you see the movie you will know why."
"Absolutely BRILLIANT!!!!!!","1 March 2005",NA,"OK this was one of THE BEST films I have EVER seen. First of all that it was directed by someone so young, and that it only took 18 days to film is REMARKABLE. The suspense, and tension that this film invokes in you is nothing less than PURE GENIUS! I definitely recommend this movie to anyone who has a true love for the ""creepy, disturbing"" type of film. This isn't your typical slasher, gory horror movie......it has a plot twist that could NEVER be guessed.....I'm talking ABSOLUTE CINEMATIC GENIUS.........give that director and screenwriter...(who, by the way, also plays Adam)......an Acadamy Award!!!!!!!! And to comment on the ones who say it is a cheap Se7en rip-off....Yes is does have shades of Se7en in it's death, (or lack thereof), scenes but to compare this film to Se7en....is an understatement. Don't get me wrong until I saw ""Saw"".....lol.....Se7en was one of my favorite films. If only more production studios would take a note of this film and start producing more like it for all us die hard chiller fans!! But even if they don't, the long wait between creepy films like these is definitely worth the wait if they all end up being like this one. A+++++++++"
"An amazing, slick, sick whodunnit","8 April 2006","7","Less a horror than a slick, sick whodunnit, this amazing film certainly has it all: scares, shocks and twists. Basically, photographer Leigh Whannell (who also co-wrote the script) wakes up chained by the ankle to a bathroom wall. Chained to the other end is doctor Cary Elwis. They soon realise they are playing one of the ""Jigsaw"" killer's sick games, in which he teaches the victims how much life is worth.High on logic and (reasonably) low on gore, James Wan and Leigh Whannell seem to unmask the killer pretty early on in the film, before cleverly misdirecting you. Although the film is pretty low on gore, I would still only advise you to watch it if you are strong-hearted, as the atmosphere is quite harrowing."
"Oh my God. How TERRIBLE can a movie get?","11 January 2008","7","I saw this film in seventh grade. And liked it. i even brought myself to comparing it to ""The Silence of the Lambs"" at one point. How? i don't know. I thought of it in such a way i even showed it to one of my friends about two months later and told him it was better than Dawn of the Dead. For this i should be tarred and feathered. BUT, upon this second viewing, i started to notice things. Things that I didn't notice the first time. That viewing took me to a place i have only been to on two other occasions, but I won't get into that now. I'll just say that when the movie was over i had to apologize to my friend for lying and rethink this movie over and over.The first aspect of this movie i hated was the editing. Are we watching MTV or what? i beg one of you readers to count how long the longest shot in one of the escape scenes is. You won't touch 4 seconds. Maybe 3. Perhaps the tension would build a little bit if the camera relaxed and waited for a human being who is not on speed to catch up with it. At least that way we know what we're afraid of instead of picturing the 1/100 second flashes of the ""scary things"".The acting was atrocious and not in a charming horror movie way. The second leading man can't do a thing to cover up a British accent and Cary Elwes gave one of the worst performances in cinematic history. Why would the casting department hie a man who can't give a cry of pain to save himself from a real cry of pain. And Danny Glover? Does anything even need to be said? YES! What a bad role for even an ""only good in one movie(Tenenbaums)"" actor. We see know descent into madness. This is most likely because of the poor and pathetic writing or the sub-par performance given for a sub-par movie.Come to think of it, I can't think of one actor in this movie who I'd like to see in anything else unless they were playing a struggling and out of work actor. Ironic?Now for the development flaws. I'll start with the obvious one. how can it be that two healthy men can sit in a room for hours with a dead man WHO IS BREATHING? Do they expect us to buy that? An idiot maybe(Which isn't saying much for Saw fans). Not to mention that they spent a good amount of time near the beginning of the film focusing directly on ""the dead man"". Next, the killer's whole ""philosophy"" about how he doesn't actually kill people, he causes people to kill themselves. What? My metaphor is that if you put a landmine in the front yard of a day-care center and wait for recess, you didn't do anything wrong. It's the kid's fault they walked onto the landmine that you put there. Who honestly thinks this makes sense? Be honest. Also, this killer claims to give everyone a chance to get out of his traps. But Dr. Gordon has to kill Adam in order to get out and save his family. This gives Adam what kind of chance? On the tape, never does our killer mention a way for Adam to be saved. This goes against his whole philosophy. The flashback in which the girl is let free: There are numerous things that bother me about this sequence. For one, the principle that i applied to the Adam situation applies to the drugged stranger laying on the floor with his stomach cut open. Also, the cancer-ridden killer is somehow able to rig up a ""creepy"" doll to ride a tricycle and turn its head? That's just unrealistic for lack of a better word. Last but certainly not least, she later says that he helped her. Why? Because he got her off drugs? I know about drug-addicts and an experience like that would not want to make them do less drugs. And this helps her better than, say, rehab? Also, if this helping principle is applied to every case, how does it apply to Dr. Gordon and Adam's situation. Will killing a virtually innocent human being help a man with his infidelity problems? Cheating on your wife is not nearly as bad as killing a man. Apparently, I disagree with the killer. Too bad. What was Adam's wrong-doing in the first place?Why would a man who is just an orderly at a hospital who appears to be the killer at first, but soon is rectified take pleasure in tying up a mother and daughter at gunpoint? Not only does he do that, but he listens to the girls heartbeat as he points the gun at her mother's head. What was cause this guy to think that his killer is the only possessor of the antidote to his poison? I'd rather go for help hoping that the cure isn't Tridium. And even if the killer DID have the only antidote, how would a cancer-ridden old man obtain possession of such a rare substance. And it never thoroughly explains what Zep did to deserve such shabby treatment from the killer.Finally, The Twist. OOOHHH! How surprising! Why? Because we, as an audience don't expect a man whose living should have been apparent to our two main characters hours earlier. The movie all builds up to these two words.......Game Over! But not my review. No. How is the game over? We've left a still alive Adam, mother, daughter and Dr. Gordon unspoken for. OK, we can assume that the killer kills Dr. Gordon, but what about the rest of the characters? Once again, the movie leads up to ""Game Over"". Probably because this movie accomplishes about as much for the film industry as a bad Video Game that no one remembers. Wait, What's the difference?"
"A Se7en-knockoff with a small budget but a few new ideas","3 November 2004",NA,"What I liked: the story. I have to admit that I was bored for awhile because I thought I figured it out early, only to find out that I was wrong.Another plus --> this movie tries for the creepy, get-under-your-skin horror as opposed to the cheap startle-scare tactics. And I was surprised to find that after years of watching grisly, bleak films like Seven and Event Horizon that this film was still able to make me wince at times.What was lacking: a lot. The story was decent but the dialogue was poor. And the two leads in the film are both terrible. A lot of people were commenting that Cary Elwes was bad, and he was, but the guy opposite him is equally regrettable. The sad thing is, that guy doubles as the screenwriter, so you'd think he could do a better job with his own words. Danny Glover is so-so, but he didn't have much to work with. This film so desperately wants to be Seven in tone and style (when the killer espouses his philosophy, it sounds like the screenwriter is trying to remember Kevin Spacey's speeches, but can't quite), and yet this director is no David Fincher. And for some reason, he allowed Elwes to ham it up, so he's not an actor's director.All in all: decent, but not nearly the masterpiece that all the other Harry Knowles types on this site are making it out to be. I give it a 5 out of 10."
"One of a Kind","28 April 2008","10","Saw IS the best horror film and one of the best films i've seen in recent memory. It definitely claims it's place as being scary, sadistic, terrifying and utterly compelling. Everything exceeded beyond expectation and far beyond any horror film in the last 10 years. Saw is one of a kind, great and visceral, entertaining and horrific. It's impact will linger with you for years to come, and so it should. The brilliance and psychological effect both work brilliantly, as does the acting, directing and a totally original story.The detailed and initial depth of plot and character all work perfectly, as does with the twists and turns to keep you guessing till the end."
"Let The Game Begin...","22 September 2011","10","Oncologist Dr. Lawrence Gordon (Cary Elwes) and photographer Adam Faulkner-Stanheight (Leigh Whannell) wake up to find themselves chained to pipes in a derelict bathroom with no idea of how they got there; they are the latest victims of the serial killer known as Jigsaw, who carries out elaborate and sadistic 'games' in order to teach people to appreciate life.With six unnecessary sequels over the last seven years, I had forgotten just how original and innovative the first Saw film was; what a pleasant surprise then to find that, instead of struggling manfully through my first repeat viewing since 2004, the time whistled by, with the movie feeling as fresh, suspenseful and as twisted as it had the first time.When analysed, the plot is admittedly extremely far-fetched—Jigsaw's games, which rely on his victims doing precisely as predicted, could not possibly go off without a hitch—but James Wan doesn't let that faze him and directs Leigh Whannell's convoluted script with enough style, energy and confidence to make it easy to turn a blind eye to the sheer preposterousness of proceedings. Although the film relies heavily on suggestion rather than outright gore, Wan still manages to make this a very unsettling experience, ensuring it as one to miss for the faint of heart but a gruesome treat for those who love their horror gritty and raw.7.5 out of 10, rounded up to 8 for IMDb."
"All in a room","18 August 2021",NA,"A puzzle game all in one room, the film itself is not bad because the idea is also quite innovative but in my opinion it has too many dead points and the ending, even if beautiful, does not save it completely."
"A Scary and Effective Thriller","12 February 2005","7","Saw is one of the scariest movies of 2004 and its a must see for any horror fan. Two men wake up in a deserted basement chained to the pipes with a dead body between them, only to learn that they're trapped by a sadistic serial killer dubbed ""Jigsaw,"" to play a deadly game of kill or be killed. Apparently, this maniac has been doing this sort of thing for a awhile and he an obsessed detective (Danny Glover) is hot on his trail. The plot sounds very interesting and for the most part the film doesn't disappoint. The main actor in this film is Cary Elwes who plays Dr. Lawrence Gordon and plays his role effectively. Danny Glover plays the obsessed cop and also does very well. Monica Potter plays Dr. Lawrence Gordon's wife however she isn't in the film for very long. There are some truly horrifying scenes in Saw and one scenes that almost made me want to throw up. Saw is similar to Seven and even though it isn't as good its still worth a look. James Wan does a great job of directing and hopefully will have more opportunities to direct in the future. The ending is done very well and I didn't see all the twists and turns coming. However in the end you don't really care about the characters because they do bad things. I found it hard to have sympathy on some of them but that's just me. There are some stupid moments in the film though but not as many as the typical horror film. Rating 7/10 a very gruesome horror flick that's worth a look."
"Make this film huge!","7 October 2004","7","I went to watch this film last night not really expecting much as I haven't heard anything about it. The British press tend to groan about horror films. I was completely blown away at how amazing this film is! Not only is it genuinely frightening and scary, it is clever, original and down right amazing for a first times director and writer to come up with a concept like this. I never write reviews on films but was so impressed with this film I want it to get the recognition it deserves and the box office success too! This film is not for the faint hearted or weak stomached, but if you think you can brave it, then do. We all hear about the ""scariest horror film"" since the exorcist every year, but this really is. It's dark and twisted and is not your usual Happy Hollywood fare. I don't want to give anything away, but the scene in Adam's flat had the entire audience gasping and on the edge of their seats through pure fear! Go see SAW!"
"Despite my tastes, i like it","10 July 2007",NA,"I'm no fan of splatter-movies. Rather i don't like them at all with a few notable exceptions. I'm not sure why that is really, i'm not squeamish about blood and i'm not sensitive otherwise either. I guess i just don't see the qualities in a movie where the blood itself is the point.I have seen some people summarily disregard SAW as another splatter-movie. Blood and gore just for the sake of it. Luckily most people don't agree. And indeed there is another quality here. Sick, deranged and quite possibly insane, but also devious and intelligent. There is a method and thought to the killing in this movie. It's not random neither in purpose nor in execution. And that does in fact help when the disgusting scenes become a little too much to watch comfortably.The Jigsaw-killer, as the orchestrator of the games in SAW are called, is one of the more colorful villains in recent years. His insane designs of self-punishment, or rather forced life-defining decisions, are both amazing in appearance as well as devious in function. His single purpose is to make people appreciate life more after having fought a bit for it. While i find that idea disgusting in itself, it is a very alluring concept for a movie.The acting is pretty good, the sets are amazing, the props equally so and the story original. There is blood here, but i think it's still less than what you would be made to believe. Also the sequels live up to the gory expectations more as you would imagine. Here though we have a quite perfect mix between blood and suspense. That being said, i don't think this is for everyone considering that some people would probably just spend the entire running-time behind a pillow.SAW is suspenseful, disgusting and smart - all in the same package. And despite myself and my tastes, i find myself quite liking it. So if you haven't seen it, you should. I rate this 7/10."
"A Truly Remarkable Movie!","21 September 2008","1","Movies based on serial killers come in all sorts of shapes and sizes. But common to most of these movies is one central theme. The central character loves killing. He is a sadist and he is on the prowl. He defines his life by the amount of suffering he can impose on his victims. Many movies have been made on such ideas. What has perhaps differed from one movie to another is the method of killing. But in the end, the movies had a typical end - some way somebody manages to put a stop to all this. Some movie makers tried showing more blood and gore to attract the audience and some tried to show death in compromising situations which would attract the attention of the perverted. And after a significant amount of these movies came out a wonderful movie in form of Saw. The Saw movie is not like other movies at all. It is no doubt about a serial killer but this time the difference to the movie is not just the method of killing but also the motivation for doing so. The movie does not dwell too much on the past and development of the killer. That would be so typical, right? On one end, you show the current activity and parallel to this, show his past. No! This movie is not like that as well. It just shows his activities of the past but not his past. And then we come to know that this guy is completely different. He is not killing for pleasure and sadism like others, he is doing it as some kind of a perhaps misguided noble work. All his victims in the past have been drug addicts or people whom he thinks have no value for their own life.The movie takes you straight to the action. It has one of strangest beginnings I have ever seen and an end that is simply beyond imagination. And this makes the movie unique and special. The blood and gore wherever present is just right enough to produce the ideal effect on the minds of the viewer. The plot is good and the screenplay is very tight. The music is intense. The movie does not give you breathing time. It progresses rapidly and involves you completely. And should I say more about this movie, I would completely spoil the fun for you. Please avoid reading or knowing the story in advance else you will destroy all the fun for yourself. Cheers."
"Classic original thriller","14 February 2021","1","This movie is the first installment of an entire original series of movies that created its own genre. A combination of blood, gore, horror, and violence provides for great entertainment."
"This movie was absolute crap on a stick.","16 January 2005",NA,"Well, to be honest I have seen worse movies.....but not many. I was ""fortunate"" enough to see this movie at it's Las Vegas sneak peek a week before it opened. Needless to say I did my best to forget it, but after seeing a sign for ""Saw"" at the local dollar-movie-theater my friends and I began to joke with my friends in the car about the wretchedness that simply was this film. An interesting concept, at first glance, but in retrospect there are a lot of films about serial killers that a far better than this and the only thing that is interesting about the idea is that this murderer is just a little more artsy and creative. Once you get past the acting of Leigh Whannell the first five minutes minutes aren't bad, but then it's all down hill from there. From the cheap hypertension/pop out scares to the cookie cutter chase scenes, this movie blows.......hard. Typically I enjoy Danny Glover and he has given many worthwhile performances. He was definitely the best part of this film, but he was phoning the whole thing in......logically that can tell you what the rest of the movie was like. Whannell is completely awful throughout and made my nuts hurt, just watching him attempt to act. Typically when someone hears you make such a critique they say, ""Oh yeah, like you could do better?"" Well, in this case I would have to say, ""Yes."" Cary Elwes, who I also typically love, is so bad in the last scene of the film that I began to question whether or not it was SUPPOSED to be funny. The acting was certainly as bad as the directing and script. If I do have one good thing to say about this steaming pile of monkey shirt, it's that all parts are equally terrible. How anyone could put this movie in the same class as Se7en or any of the Carpenter, Craven, Hooper, and Barker films is beyond be. This film is pure excrement. When this comes out on DVD (which will probably be in a month) save the two hrs it takes to watch and teach a k under privileged kid how to read. Save the twenty bucks and give it to a homeless guy, cause him buying a bottle of vodka with it is better spent than buying this movie."
"pipes","22 February 2005","10","why did they try to cut the chains with the saw instead of trying to cut the pipes? .the pipes looked old and rusty - It would probably be easier...and don't forget the pipes are not made from steel.And why the doc didn't try to dislocate the smaller pipes on the wall? Is just not logic - they should of tried all the methods to brake free...the problem with this kind of movie (ex. Panic room, Blairwitch)is that you always have the impression that the heroes don't do everything they can to escape... is just frustrating"
"One of the most disturbing films I've ever seen","28 February 2005","10","A demonic serial killer (Okay, so he's not REALLY a serial killer, but) imprisons two average men (Carey Elwes and Leigh Whannell) in a rather unpleasant bathroom in an ancient, long-deserted sewage plant. Things go from bad to worse for them when they realize that the intent of the said killer is for them to turn on one another and ultimately, kill one another. Wow. How can I describe a film like ""saw""? Brutal, disturbing, grisly, unpleasant I think you get the picture. Elwes and Whannell (Who also scripted the film) both give excellent performances, but more importantly, we care about the characters, they're engaging and realistic, usually in this type of film I find myself not caring at all for the characters, that isn't so here, though. The characters are well-rounded and likable. I WANTED them to survive.This is James Wan's first big feature film, and he delivers everything here with extreme intensity, style, and atmosphere. The cinematography was superb and I loved the ways some of the flashbacks were filmed. The guy's got a great eye for detail and I'm sure we'll be hearing more from him soon. This is no Disney film, folks, in case you haven't guessed. Not only is it extremely gory at times, but the situations are so unsettling and mean-spirited that if the film hadn't been gory, it still would have earned every bit of it's R rating (come to think about it, this is probably the most physiologically disturbing film I've ever seen!). In my opinion, the ending was absolutely terrifying. I won't give it away, but it's easily the most twisted, ironic and anticlimactic ending I've ever seen. Yes, I'll admit, I did loose some sleep over it.""Saw"" is a flick that wasn't designed with the faint-of-heart in mind. It ruthless, brutal, and gruesome, but it's easily the most powerful and disturbing films I've ever seen.8/10."
"Saw is it's own kind of film","8 November 2018",NA,"This movie is fantastic and exciting. Despite the film's name, ""saw"". It's not very gory unlike it's sequels. For some viewers, it may not be scary at all, but it's the thought and idea that makes it scary. The film revolves around different places around different times and all comes together in a conclusion. You could be wandering why a character is doing certain actions until it is revealed later. These ""twists"" are well thought through and well explained.The film is very unique, as it's a new generation of horror. Saw started a lot of new horror movies like The Cube and Amusement. Instead of having a killer going around killing people violently or a ""demon/ghost is possessing something"" kind of movie, Saw is none of those things because it's different. People are in situations where they can make all sorts of choices to survive, or achieve a certain goal like saving another ones life. The killer in the movie doesn't attack victims, but tests them based on their weaknesses and sins. All these things make the writing really good.The film also has one of the greatest plot twists I've ever witnessed. You will be shocked and have goosebumps when you see it.This is a must watch, even if your not a fan of horror, this film is completely fresh and original and I suggest it to everyone."
