"Title","Date","Rating","Content"
"A Modern Day Classic!","30 April 2012","10","First he taught us that laughter is the best medicine. With his second venture, he taught us the ways of piece and love through Ghandism. Now, with 3 Idiots, Rajkumar Hirani tells us to chase excellence and success will follow.I'm a viewer who believes the best way to send a message is through an entertaining way rather than a preachy way. A message through entertainment hits you harder than a boring and preachy one. Films, of course, are not meant to send messages, but it's always nice to see one that does. I honestly believe nobody can do it better than Raju Hirani - Currently the best director of Hindi Cinema.Like his previous attempts, Raju Hirani makes us laugh, cry and think all in one viewing. 3 Idiots not only introduces you to a new world, but also provides a fresh way of filmmaking and narration. Not to forget that it tackles an issue that not many have touched upon - The Education System.Years after graduating from college, Farhan and Raju receive a message from an old classmate, Chatur. Chatur claims that he has found their old buddy Rancho. Rancho, a free mind, an intelligent student, a good guy. Why is Rancho so important? What exactly did Rancho do? Why did he leave? Will Farhan and Raju find him? All that is depicted in the next nearly 3 hours of the movie.To start, 3 Idiots deals with a few things here and there. Whether it is the poor school system that discriminates and pressures you involving your grades. Whether it's you father forcing you to become an engineer and not allowing you to pursue your dreams. Or even a bright student who fears he may not be able to live up to the high expectations. Finally, 3 Ididots says one simple thing - Chase your dreams, demolish your fears and try your best - Success is a given.There are a number of significant moments I totally love in the movie. Aamir's introduction itself is a great start. I'll go on and say another lovely scene is when Farhan and Raju come last and find out where Rancho placed. Of Course, who can forget Chatur's hilarious ""Balatkaar speech"" Just Genius writing. There are more moments to cherish here. The whole climax is lovely. Mona Singh's baby delivery is gripping. Finally, Rancho's real identify being shown keeps you glued and enlightened all at once.My favorite part of the film is when Farhan and Raju decide their fates. Farhan confronting his father about his real dreams and Raju's interview - Just amazing moments.Flaws? I really don't see any. I do want to note that the film is almost 3 hours yet you do not feel like it has been that long.Rajkumar Hirani and his co writer really developed a nearly flawless script here. The lines are just amazing. They are fresh and also have that feel-goodness to them. The screenplay is excellent.The music of the movie grows on you. All Izz Well lifts your spirit. Give Me Some Sunshine is amazing. Behti Hawa is also an underrated song. Songs are pictured well.R. Madhavan gives his best performance in my opinion. His voice over is also a master stroke. He's got a strange innocence to him him this film. It works. Sharman Joshi is no less. He's just first rate. Especially in the scene when he goes to give his interview.Kareena Kapoor is actually acting well here. A great act. Boman Irani is first rate as always. He's just brilliant. His character is sort of similar to his earlier character in Raju Hirani's first film, Munnabhai MBBS. However, there's a huge distinction in Boman's act. Shows the man's versatility.Aamir Khan holds 3 Idiots together all through. I feel he should have gotten the best actor award that year instead of Amitabh Bachchan in Paa (That was a great act too) He looks the role, he's just perfect in every frame. You don't really expect anything less than that from Mr. Khan.All said and done, even Aamir would agree with me that the real hero of this film is Raj Kumar Hirani, the director. He's filled the movie with so many wonderful moments, extracted some memorable performances and has given one of the most entertaining films to Indian Cinema.What else can I say? Just a big thanks to director Raj Kumar Hirani, producer Vinod Chopra and actor Aamir Khan for giving us this modern day classic.In Munnabhi MBBS - It was a ""jadho ki jhappi"" In Lage Raho Munnabhai - It was ""Get well soon, mamu"" And now, it's - ALL IZZ WELL!"
"Best Adaptation of ""Five Point Someone"" by Chetan Bhagat","3 January 2010",NA,"I had read the book by Chetan Bhagat - Five Point Someone and I can say the movie really has done great honors to the book by bringing those characters to life with depicting those incidents. I enjoyed every moment of the movie brilliantly played by Amir, Madhavan and Sharman and off course Boman. There were moments when my wife would just hold my hand and look at me with tears rolling down her eyes. The movie is a must watch for everyone young or old. Hats off to Rajkumar Hirani for the best adaptation of the movie and last but not the least to Chetan Bhagat for creating such a master piece which Hirani has brought to the entire world. Go out folks and watch this fun extravaganza!! 10 on 10 for this masterpiece."
"What an amazing movie","16 July 2014","9","This is the first movie that I want to watch AGAIN Bollywood is simply brilliant.10/10 for ""3 idiots"".Although this movie was old,but it still gold.I would like to watch this type of movie rather than watching some recently filmsFrom the actor,the story,effect and soundtrack,everything is almost perfect Furthermore,the movie inspire me to pursuit my favorite jobAnd I bet you will find the same thing after you watch ""3 idiots""""Pursue excellence, and success will follow, pants down."" Such a wonderful quote"
"3 idiots","19 January 2022","9","Oh, and I haven't watched Indian movies for a long time! The last movie I remember is the famous ""Zita and Gita"", which I watched with my parents as a child.Having accidentally watched the film ""Three Idiots"" by an Indian film company yesterday, I was surprised to find that the films have been updated since then.The film tells about three friends who study at the university and face boring idiots teachers, idiots students, idiots rich. The title of the film may mistakenly form an image of three vulgar morons in my head, as in the movie ""Dumb and Dumber"". In fact, the film is about three good, kind, intelligent and inquisitive guys who are not afraid to speak out against the system, are not afraid to say what they think. They are called idiots by primitive teachers and a boring director. I'm."
"A good entertainer but over-hyped as usual","27 January 2010",NA,"Now a days people have the tendency to overreact to some good movies. Like in the case of Dark Knight, which was a good movie but not the immortal classic. Same thing goes here, this one is a good movie, sometimes u see movies to relax yourself. This is a good entertainer.But for a movie to become a classic or the top 250 of all time as some people say, u got to have something which you won't forget for the rest of your life. But 3 idiots lacked such substance. The movie's theme is good. The educational system of India is rotten. I perfectly agree to it. Even more the perspective of the common man to their children's education is pathetic, in my eyes. The movie really conveyed that idea. But let me ask you a question. Didn't Aamir Khan act in a movie called Taare Zameen Par, which sort of conveyed the same idea. That movie was good. It had heart. 3 Idiots is old wine in new bottle. The wine still tastes good.You can buy it, no problem. But don't b fooled. Don't think its new imported wine. Its still the old one.If only the director was a little bit more realistic, I think I would have liked the movie much better. He might say that lot of people liked the movie, but its going to be short lived. He could have made the movie a classic. All was there, script and direction was good, but not up to the mark"
"3 Idiots definitely tries to do things differently ... to certain extent successfully!","2 November 2011","10","I generally avoid commercial Hindi films but I watched 3 Idiots because I was told that it does things differently. For the most part, I found that to be true.Story: While the theme of the story is quite valid it's hard not to notice that it was discussed by a very similar Hindi film starring Aarmir Khan recently (Taare Zameen Par). In both films Aarmir Khan plays a similar stand out role which create a continuous sense of déjà-vu. The main story line of 3 Idiots oscillates between being simple, heart-warming and humorous to outrageous and silly. This makes things pretty awkward. One moment you would be engrossed watching a story of two troubled students being helped by benignant idealist and the next moment the idealist starts acting like Jesus himself with infinite wisdom. The story never hits a good balance. Personally, wise cracking Aarmir Khan's character got under my nerves far too often.Acting: Acting for the most part was quite solid with the exception Kareena Kapoor. Either all Hindi film directors want her to act the same role in every film or she has been copy/pasted from another film. Most scenes involving her were predictable resulting all attempts at humor to fall flat. Direction/Editing etc: The film is pretty long which made me feel that editing was not great. There were a few scenes that were quite irrelevant and overdone. But 3 Idiots packed enough comedy and charming sketches to keep me interested until the end. The characters are skewed so much to black/white and right/wrong; the film gave me the sensation that the director wants me to enjoy the film in one particular way. There was very little to think about after watching. Visuals: Most of the scenery and visual elements used to drive the story along was quite good and well thought out.All in all, 3 Idiots is enjoyable and there are lot of things to like. It's still aimed at the core Hindi film fans but it's accessible enough for others too."
"Bland and Boring......","2 January 2010","10","It is only if I had not lost my movie sensibility, I would have been placed better. The best part about India is that everything has a following and Aamir Khan with his histrionics and verbal spats is in the midst of a great purple patch. Everything he is touching is turning into gold and it takes a modern day genius to do that. He is more like a good salesman then an actor. If you can sell the same college song after 21 years, you sure have to be awarded the best salesman in your industry. Well, the real disappointment is not Aamir, as he frequently makes bad movies...Fana and Ghajini to name just the latest 2 but he also carves out little gems like Taare Zameen Par every now and then. And the disappointment is also not from the fact that he is still playing the college Romeo. The disappointment is with Raj Kumar Hirani who in trying to accommodate Aamir's star power did what Shubhash Ghai did in Yaadein. The Box office verdict has been starkly different for both the movies because young India connects to the message of 3 idiots well. Critics with a few exceptions did not speak their mind because they knew that this movie was going to do colossal business. But the fact remains a fact....the ending was manufactured and seriously pretending. It was like that the script writer was superficially trying to make everybody smile while walking out. It is the first time Hirani has erred and hope that he does not slip again, as he has given 2 most memorable movies in recent memory. This does not even come close. The point of view was excellent, the treatment not."
"Different Great Movie","6 December 2010",NA,"When I was looking for a movie, I reviewed here at IMDb for 3 Idiots. I was surprised to see that it was so popular. I now understand. The movie takes you in a ride of different feelings. It starts maybe as a common University comedy, but soon reveals to be much more.The whole educating system is put under question, behind what is a maybe not so reasonable argument, cause even if there are loads of people that are GREAT for their profession and don't get GREAT grades, the system evaluates only how a person adapts to a standard system to measure knowledge. All the same we can see a very different culture and values. Even in religion.The movie is all the time mixing deep feelings and thoughts, with a laugh and a joke. The songs also give the movie a pleasant touch.All in all, a movie to watch with A LOT of time, but a great movie to see, even with children to give them something to think about."
"One of the best movies of the decade. Don't be an Idiot and skip this movie!","24 December 2009","10","Absolutely brilliant one. Decent humor, equally includes love and emotions. Very nice performances by Aamir Khan, R Madhavan, Sharman Joshi and Boman Irani. Kareena looks good but would get a 3 out of 5 for acting. The film begins with the entry of our threesome in the city's elite engineering college. It takes the first tryst with the mandatory ragging sessions which enunciate who the leader of the gang is going to be: new entrant Baba Rancchoddas, as his friends fondly call him. Rancho not only leads his friends through the maze of India's competitive, high- pressure, rote-heavy, illogical and almost cruel education system, he tutors them on several life mantras too. Like, running after excellence, not success; questioning not blindly accepting givens; inventing and experimenting in lieu of copying and cramming; and essentially following your heart's calling if you truly want to make a difference. So, you have the threesome embroiled, time and again, in a confrontation with authority, as represented through the domineering figure of Viru Sahastrabuddhe (Boman Irani), the unsmiling Principal who venerates the cuckoo because the bird's life begins with murder. Kill the competition, because there is only one place at the top, believes the Princi. Poor, mistaken Princi! Doesn't he know that competition is effete, model students like Chatur (Omi) end up as duhs in real life and non- conformists (Rancho and Rocket Singh Inc), who care tuppence about being on top, could end up as eventual winners. More importantly, they could be high not only in IQ (intelligence quotient) but in EQ (emotional quotient) too, never losing their humaneness and social networking skills.This would easily get a 9.5 out of 10. Don't be an idiot and skip this movie!"
"Wonderfully Entertainment","2 July 2014","10","It's hard for me to review this film, as I have not seen a huge number of Indian films--probably no more than a couple dozen. Most of the ones I've seen were wonderfully entertaining but I am far from an expert on Bollywood. Because of this, I have a hard time knowing how good this film is relative to other films from this country. So, consider this when you read this review. This may be among the very best India has to offer or it just seems that way to me.Like so many Indian films, this is a very, very long film--with a run-time of almost three hours. When a movie is bad or just okay, this can seem like forever, but since ""3 Idiots"" is a very, very good film I loved its length. And, like most films of the genre, it has its share of the usual singing and dancing so foreign to films from other countries. One thing you should know, however, is that defining the type of film it is isn't really easy. Much of it is a comedy, but it also has many poignant moments (keep the Kleenex nearby), some existential moments where they explore the meaning of life and work and it's also a tender film about friendship. And, as my daughter pointed out when she saw the film, she loved that the men in the movie are not afraid to cry--something you rarely see in western films."
"great movie","14 August 2013",NA,"Despite these foibles, '3 Idiots' makes for an enjoyable watch, thanks to the bonhomie cracked up on screen by Aamir, Madhavan and Sharman. Aamir's Rancho is a bouncy, fidgety genius with a golden heart. The 44-year-old actor almost passes off as a 22-year-old collegian, bringing out in his character the juvenile buoyancy and vivacity few actors of his age can. Madhavan and Sharman give ample support from the flanks, but a word of praise needs to be reserved for Sharman who shines equally in dramatic as well as funny scenes. Kareena, sadly, has been relegated to a corner but makes her presence felt in a few well-enacted sequences, but it's Boman Irani who comes up with the best performance in the ensemble with his brilliant portrayal of an eccentric professor. His jawline protruded, his brows pursed, his gait ungainly, his speech lisped, Irani is every bit the vile and virulent Virus he's supposed to be."
"Motivational movie","9 December 2013","7","I really loved this movie. When you don't understand the logic why people around you stress the importance of studies, then probably the best motivational movie around to watch is '3 idiots'. Aamir (Rancho) showed how dedication and hard work in studies can take you to the heights of success. The movie proved yet again that Aamir is one of the best and creative minds in bollywood. One of the rare movies that keep your guessing and maintains the suspense right through the end.The movie is a whole package, its about true friendship and love. A must watch movie. Totally worth watching movie, you wont regret watching it even if you will have to watch it with subtitles."
"A must watch","18 June 2015","7","I had to write a review because of how amazed I was by this incredible movie,I was also surprised that their is only one review.This movie will not only deliver a message but will also be very entertaining delivering the message.I was not bored at all nothing was wrong,my unprofessional opinion is that this movie has no flaws.The message is very clear in this movie (chase excellence success will follow)The acting was really stunning, Aamir Khan was great ,Madhavan and Sharman Joshi were as great and of-course Boman Irani(college directer) we can't ask for a better performance.I also have to say Rajkumar Hirani (the real director) did a great job.I seriously think if this movie is in America it would win an Oscar in Best Picture,Best Directing,Best Actor in a Leading Role,Best Actor in a Supporting Role,Best Music."
"Amazing Movie😍","19 September 2021",NA,"A masterpiece, Must Watch 👍🏻
Enjoy 🔥
..
..
..
..
..
..
..
..
.."
"Good. But misses the Bullseye !!!","28 December 2009","7","It certainly is all over town. Aamir's next has been hyped immensely and it's not surprising if you are not able to find a movie ticket this weekend. But at the end it all boils down to the question - is the movie worth all the hype ?? After watching it, I can say that the answer (quite disappointingly) is no.Two college friends - Farhan Qureshi (R. Madhavan) and Raju Rastogi (Sharman Joshi) embark on a journey to find the third friend / Idiot Rancho (Aamir Khan) who mysteriously disappeared after college five years ago. The film's story is told through flashbacks as the characters journey to Shimla in search of Rancho - the person who managed to change their outlook towards life.The problem with 3 Idiots according to me is that although it tackles a very complex issue, it chooses to do so in a light-hearted way which essentially converts this movie into a comedy (something present in abundance in B-Town). No doubt the humor is top-notch and keeps you rolling in laughter but the movie simple fails to connect you emotionally with the characters as opposed to, for example, Taare Zameen Par (2007) which I feel, after watching this, is far more superior in terms of characterization and emotional depth. By the time it reaches the climax, you can well anticipate almost everything that would happen.As for the performances, they are top-notch. Undeniably, Aamir is one of the finest and this movie reaffirms this. However, what most people seem to be forgetting is that there are two more actors in this movie who, given the opportunity, are as capable as Aamir themselves. First R. Madhavan as Farhan Qureshi is simply brilliant. Watch the scene wherein he tries to explain his point of view to his parents. Next, Sharman Joshi as Raju Rastogi really shines not just in the comic sequences but in the more serious ones (which the movie has very few). Revealing the sequence in which he shines may act as a potential spoiler but watch out for a scene in the principal's office in which the principal asks him to type a rustication letter. Kareena Kapoor is really a thorn in this movie and her romance with Aamir is something that should have been either toned down or chopped off. Omi as the ideal geek is impressive (more so than Kareena).The cinematography is good and breathtaking in the opening song where the lush greenery of Shimla is captured with such finesse that it induces a sense of wonder. The music is good but the songs have not been used that effectively. For instance, ""Give Me Some Sunshine"" not only has weak choreography, but it comes at a moment which severely reduces its impact. The promo featuring that song was far superior (in fact that was what fooled me into believing that this movie could end up as a masterful lesson in life). Some of the sequences could have been trimmed down.On the whole, although 3 Idiots is a good movie, it is hard to understand people calling a masterpiece or a breakthrough in cinema. Movies like Taare Zameen Par (2007) or even Hirani's own Lage Raho Munnabhai (2006) are better movies as compared to this. Nevertheless, the movie does provide some really good entertainment so if you're looking forward to just relax and chill out, go for this. For those however seeking some serious depth and a perspective in the life of an engineer, I'd say the movie tries and succeeds in parts but an engineer's life and the pressures s/he faces are a different game altogether. Although the movie it enjoyable, it is far from authentic. And this comes from an Engineer (although an Idiotic one). Now I may get a lot of sore thumbs down on this one but this in my opinion on this movie written in all earnestness. Don't enter this movie with high expectations and you may perhaps find that All Izz (Indeed) Well !!!Score: 7.0/10.0 !!"
"super drama, romantic, action, funny","19 January 2013","7","this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny ! this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny ! this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny ! this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny ! this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny ! this is the best one that I have had watched before. this movie like what I wrote in summary super drama, romantic, action, funny !"
"Overrated","7 August 2014",NA,"Okay!!! Don't get me wrong when I say the movie is overrated. The movie is great, it's entertaining, it's fun to watch with a group. But, when you watch it more than once, you will find so many flaws with it that it is sometimes embarrassing. Also the movie is very long with lots of unnecessary and silly scenes in it. The movie could have been great if the editing department would have been better.Some scenes and characters are exaggerated. The delivery scene is weird. But, all things considered, it is good movie. It has all the right emotions to pull the viewer in and hold him till the end. But the movie is a bit clichéd for my liking. Go for it if you like the typical Bollywood stuff and this movie will entertain you every time you watch it."
"Fairly idiotic, but it's not that bad","1 October 2011","1","Rajkumar Hirani's 3 Idiots is generally a rather entertaining comedy, but as a film it is only partially successful. Though it does have its moments, it never really manages to completely deliver and lacks the power to enthrall. It mostly works as a senseless comic ride and only occasionally does it convince when it tries to convey a message. The film is quite messy in presentation, and it is a tiresome task to follow the proceedings as every now and then the story moves confusingly between past flashbacks and present developments. The movie is good in many ways, and at times it's very funny, but it is the overall product which is faulty. The dialogue is for the most part excellent, so is the visual style, but then, the script lacks focus. While Hirani's direction is quite smart and creative at times, he often tries to include too many elements, and, as a result, the movie often seems to go nowhere. The humour wavers between witty moments of hilarity and cheap, unoriginal gags. And then we also have poor sequences of overdone melodrama and manipulative sentimentality, which are incorporated rather forcibly into the movie and they really fall flat. The entire birth sequence, for one, is one hell of a cliché. So is the ending, which is sugarcoated to the max. Where acting goes, the one who does the best--and probably the only great--job is definitely Boman Irani, who is simply hilarious as the lisping, authoritarian college professor. Aamir Khan looks younger than his actual age but is still too old for his role. Acting-wise, he's just ordinary and offers nothing particularly impressive. Madhavan and Sharman Joshi are given little scope and only few short episodes here and there for themselves so that they don't end up unsatisfied from taking part in this film. They do reasonably well, but Joshi is made to cry far too much, and it really gets on one's nerves. Now who's left? Oh, Kareena Kapoor! Well, she is pretty but she is given a thankless blink-and-miss part which is neither significant nor demanding. That said, though she is hardly there, she does well when she is and her presence is pleasant. The songs are quite catchy and fun, but none of them is particularly memorable. ""Zuby Duby"", however, is superbly visualised and is enjoyable enough. Overall then, 3 idiots is an okay film at best which is flawed and terribly overrated, but in all fairness, it is reasonably enjoyable and may provide decent Hindi entertainment for the entire family. According to me, it is worth nothing more than a one-time watch."
"For smiting those who are lame enough to give this movie a one or a two star rating","12 July 2013","1","An experience to behold. This movie evoked the extremities of my emotions. Most here on IMDb have appropriately lauded this flick, so any more appreciation on my part will simply turn out to be quite monotonous. I have penned this review to ponder aloud on the narrow lives of those who hated this flick enough to give it a one star rating.Frankly, I did not find more than one or two of the one-star reviews genuine. There is this one guy that compares this movie to the other top 250 movies on IMDb. How lame is that! I mean I have known only professional critics juxtapose movies just so that they could rank them; they are simply forced to compare movies. And judging by that particular person's command over the language and his lack of technical knowledge, he was not even remotely associated with any major critic; why then that absurd comparison? This same guy also cited something about the movie liked by 'mainstream dumb folk'. This comment in itself is dumb. Did he know that Shawshank Redemption was a mainstream flick, and that it was rated highly by the same 'mainstream dumb folks'? You are on IMDb for Satan's sake; this is the place where people other than professional critics rate movies. If I was forced to think like critics, I would say that there are more than a couple of movies better than 'Shawshank..'; Pulp Fiction, The Dark Knight, City of God, The Godfather, to name a few. Hope you get the point.There were a couple of other guys who actually slammed the acting. I wonder, do they even know anything about acting? Being an actor of a small repute myself, I would have no qualms against the acting prowess of the performers, apart from a negligible few areas that needed improvement. And from a consumer's eyes, they made me believe, and there is no higher praise than that.Well, if they are hard-to-please enough to rate the movie a one, why didn't any of them comment on the direction? That is because either there were hardly any points in regards with direction that they could criticize, or they are not literate enough to even know anything about direction.There was this other guy that liked 'Five Point Someone' more. He felt that the movie didn't do justice to the novella. I can only say that the person's list of favorite books would most certainly not be to my taste. I obviously won't say this unless I had read the book, and I wonder how it was successful commercially. The movie is way better than the book. Hell, I shouldn't even be comparing the two.Some other guys claimed that the movie wasn't realistic. Now, since when has the Dark Knight, The Lord of the Rings, The Godfather, Shawshank, Psycho, or Casablanca - I could go on and on - been realistic. Some of them may have been based on a real phenomenon, but they certainly were not out-and-out realistic. We watch and appreciate these movies just for the cinematic experience they offer. So don't give that realism crap. Movies are meant to be a figment of someone's imagination depicted artistically.Some even quoted the movie's similarity to Munnabhai MBBS. Wow, I don't see where that has come from. It's like 'Django Unchained' is 'Reservoir Dogs' all over again. Wake up call! They are two entirely different movies.Don't even get me started on other haphazard criticisms. There were only 2 or 3 people in the one-two star club that convinced me in regards to their rating. Others seemed more like wannabes or trolls, or simply sad souls. I gave this film 8 stars, and dropped 2 stars primarily because of the songs, and its unnecessary larger-than-life portrayal. Overall, I thoroughly enjoyed the movie."
"3 Idiots, Hattrick from Rajkumar Hirani!","26 December 2009",NA,"I saw this movie on the first day of it's release. My expectations were terribly high from this movie since the Rajkumar Hirani's last two outings were absolute rock solid products in Indian cinema. Somehow Rajkuamr Hirani managed to make 3 Idiots so damn good that he surpassed my expectations! First of all, the casting.. though we have seen Aamir, Sharman and Madhavan in Rang De Basanti together, they still look very fresh together, maybe it is because of the college factor and mainly because Aamir seriously looks like a student in this movie. Boman Irani just had to be part of this movie because he was also there in Raju's last two. Kareena is also there.The performances, Aamir has performed brilliantly. He is the total package in this movie! We all know how dedicated Aamir is towards his movies and roles. Aamir analysed the body language of the youth nowadays, the way they talk, and all the connecting details and he implemented them in his acting, which is very visible. He also manages to look 21 when he is actually 43 while shooting this movie! Aamir delivers a power performance, each time Aamir enters the screen you feel immense energy and know your either going to laugh really hard or enjoy the sequence that is going to come! R. Madhavan is very very impactful as Farhan and delivers a great performance, he is known for his impact in movies, even when he has a small role. Well in this one he has a big role, which is only better! Sharman Joshi is absolutely convincing as Raju, the guy that has so much pressure on him. His expressions and everything are marvelous and I thoroughly enjoyed him in this one.Boman Irani is fantastic yet again, he surpasses all his previous performances and sets a new milestone in his own career. He is just great! Kareena is there for a few minutes, and is effective, though she should have been there more! The concept of the movie is absolutely amazing, we all know Rajkumar Hirani makes movies with a great entertainment value, but at the same time an intelligent social message. He is able to do that again this time, and how! Rajkumar also sends a new hype into the population of India, with Munnabhai MBBS it was the ""Jaadu ki jhappi"", with Lage Raho Munnabhai it was ""Gandhigiri"", and with 3 Idiots it is ""Aaaaal izzz well!!"". I am already using this line on a daily basis, lol! The music of the movie is great, Shantanu Moitra's songs always grow on people slowly, after coming from the movie, all the tracks have been stuck on my head, plus point for sure! The cinematography is top notch again, they have shot at a real college, with real students around. Which creates a very convincing atmosphere in every sequence! The editing of the movie is very very good.All in all, 3 Idiots has impressed me so much, that I am willing to say this is the best Bollywood movie I have seen YET! A true milestone in the history of Indian Cinema.GO WATCH IT WHILE YOU STILL CAN! P.S. There are some ABSOLUTELY HILARIOUS sequences in the movie that are going to make you cry because of laughter for sure! 100/10"
"One of the best Indian movies I have seen...","27 December 2009","8","Superbly made movie. All actors have done a splendid job but as always Aamir has acted his heart out. His performance stands out...one of his top 3 performances I would say...What makes this movie special is the way facts (positive as well as negative) about our education system have been put forth. Serious issues like students committing suicide under the pressure of performing well in the academics make you sad, concerned and angry at the same time. Another point to be noted is, Rajkumar Hirani has done an exceptional job in getting a college student out of all 3 actors (Aamir, Madhavan and Sharman)I strongly recommend watching this movie. Don't miss it."
"A landmark entertainer in Indian Cinema!","27 December 2009","8","""Chase excellence and success will follow"". This is what Rancho (Aamir Khan) preaches in 3 Idiots and Rajkumar Hirani delineates the ideology with such adroitness in every aspect that it marks a monumental event for Indian cinema. In terms of the sheer inspiration that it instigates, this film resembles the greats of 'Rang De Basanti', 'Taare Zameen Par' and the 'MunnaBhai' series while being the most entertaining film after 'Andaz Apna Apna'. After introducing simple but relevant concepts like 'jaadu Ki jhappi' and Gandhigiri to the population at large, Hirani now teaches us 2 more concepts:Consoling the heart by saying 'all is well' may not solve your problems but it will give you the courage to face them. Being an 'idiot' in an institution that chases grades and success is absolutely fine if you are in the pursuit of gaining knowledge and exploring your own talent to its potential. Our system needs to evolve in order to encourage us to pursue what we really want to do with our lives. As Rancho rightly criticizes the Director of the ICE about the college having produced numerous rankers but not a single student who has been creative enough to invent anything with what he has learned. 2 of the idiots, Farhan (R. Madhavan) and Raju (Sharman Joshi) leave everything they're up to and along with their dorky college buddy Chatur (Omi Vaidya) begin a journey in search of their long lost friend Rancho, who left them abruptly several years ago. This beautiful journey through Shimla, Manali and Ladakh sends Farhan down memory lane to reminisce the manner in which a free spirited 'Rancho' entered their lives and changed them forever. The non-conformist Rancho rightly questions authority that suppresses free thinking. Every class that he attends is a revelation of sorts for the professor and the students alike. Through outrageously funny incidents and scenes, Rancho gradually changes the way his friends run the relentless race. His influence even spreads to the director's daughter Pia (Kareena Kapoor), leading to even more outrage for the Virus. Through all the hilarious series of events, Hirani also voices his ideologies in some deeply moving scenes to give us an insight into the flaws of the educational system. Its demands are severe on students who are forced by parents who dream for them on their behalf and families that live in sheer misery hoping for the son to become a money-making engine. The latter is humorously depicted as a typical 1950s family in black and white melodrama that makes you sympathize and laugh at the same time. Touch of genius there...Even after a shocking twist at the end of first half, the film continues its pace while never losing the steam of entertainment. The film's climax is shot in the spectacular landscapes of Ladakh. Speaking of which, the cinematography CK Muraleedharan is outstanding! After painstaking attempts to shoot at the heavenly location, he did manage to catch it in all its majestic splendor. His work overall gives a real, enriching look to the film. Shantanu Moitra's music WILL not sound like the most appealing when listened to prior to watching the film. It is the manner in which the songs are timed in the storyline and the relevance of the lyrics with the characters that enables the music to grow on you. Give me some sunshine and Behti hawa are the examples of this. All is well was a super-hit from the on-set itself with its catchy theme. As the usual case is with Hirani's films, the performances are impeccable. Boman Irani as the oppressive director must feel at home with his role as a dean but he still has the ability to impress us with his remarkable portrayal of Virus. Kareena Kapoor has proved her talent in a role that did not require her Kambaqt Ishq attire but rather her true self as a good actress who, when given the right role to work with can prove to be worthy. Omi Vaidya is a discovery here. His speech on stage is one of the most hilarious moments in movies and his inept Hindi and dorky behavior are aspects of his brilliant performance. R. Madhavan shows finesse and a lot of confidence in playing his character. His scene with his father, Parikshit Sahni is the epitome of his performance. Sharman Joshi has displayed his comfort with comedy before and it is a delight to watch him repeat his act from Rang De Basanti rather than that of his other films. Aamir Khan once again, shines light on a rich, well scripted character. His brilliance levels with his commitment as an actor. He proves yet again that true performances only come with understanding and studying the character that one has to portray. He frankly has too many noteworthy scenes but he is at his best while confronting the impregnable Virus. He is the voice of Hirani's ideas and creativity and an astounding personification of a character only he could've played with such virtuosity.But 3 Idiots is not all about how great Aamir was. This film is extraordinary because it gets the most rudimentary part of film making right - the screenplay and script. With the combined talents of Abhijat Joshi and himself (story, screenplay, dialogs), Hirani's basics in film making achieve overall perfection. There is something unique and entertaining happening in every scene and you would kick yourself if you take a restroom break.It would suffice to say that 3 Idiots is a landmark film and is set to become one of the biggest blockbusters by the virtues of Rajkumar Hirani and that of his immensely talented team including some of the finest actors. This film deserves multiple viewing and you know what?.... You'd still want to watch it again.9.505 on a scale of 1-10."
"this movie need no words","29 December 2009",NA,"I don't post as often as i watch movies. because i think people don't want to know individual opinions, as every movie is for a certain category of viewers. however i so much wanted to write a review on this movie coz i want everyone out there to watch this movie. its the best out there. and i would recommend to book a second show for the same movie in advance..coz you would want to watch it another time right away. there have been only two instances with me when i wanted to see a movie again back to back after watching it first time. the first time was with DCH. eight years back. please do go and watch this movie... its awesome"
"Best Movie","29 December 2009","10","I saw this movie on Thursday on its first show this is one of superb movie made in this decade in Indian Cenema Plot is superb, Acting is superb, Songs are superb..The story of 3 idiots has been told differently and most importantly, the story offers so many twists-n-turns that you just can't guess what would unfold next.There's so much happening in every scene and the screenplay is so gripping that you don't feel the need to look at the auditorium ceiling or at your watch at brief intervalsThe movie has many hilarious scenes and everyone in the film form Aamir to Omi Vaidya (Silencer) were superb in their roles.. Aamir did a great Job, this is One of his Best movie.....Other Actors like Mahadevan and Sharman Joshi are also Superb. Karina Looks fine in small role given to her so i rate 10 out of 10 to this one"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","5","NA"
"NA","NA","5","NA"
"NA","NA",NA,"NA"
