Title,Date,Rating,Content
One of the best mystery thriller. Ain't no torture porn.,29 May 2016,10.0,"Why do I want to write the review now on SAW ? I am not sure - almost everything that could be possibly said about it has been said. I saw this movie for the first time in 2005. I have yet to see a movie that has brought such intensity. The music, from Charlie Clouser, is just brilliant. It has that sort of dark, rough edge to it. An excellent soundtrack that keeps the heart racing as the victims running outta time. Da da daa. Da da daa was perfect for this kinda flick. Pretty low-budget and filmed in just a few days. Kudos to the makers James Wan and Leigh Whannell. Subsequent to my viewing of 'Saw', I went on to watch all 6 sequels. Unfortunately, all the other sequels weren't able to recapture the charm of the first one except for the 6th, which was decent.It has an ending that I didn't see coming at all. The best ending since Usual suspects. Many ppl will complain that Sixth sense had it but I wud difffer as Stir of echoes had similar. At least the story for Stir of echoes, appeared long before The Sixth Sense, in Richard Matheson's 1958 novel. Saw ain't no torture porn like many ppl believe. It's one of the best mystery thriller. The film stars Cary Elwes, Danny Glover, Monica Potter, Michael Emerson, Ken Leung, Tobin Bell and Leigh Whannell."
Good Horror Movie,11 August 2006,7.0,"'Saw' was better than I expected. From the name and the genre, I was expecting something akin to 'House of 1000 corpses' and 'The Texas Chainsaw Massacre'. I found 'Saw' to be a step above these movies. It had an interesting intellectual component that left one guessing about a central mystery. (This mystery involved how the characters got into, and will get out of, their predicament.) I found the performances, dialog and character decisions to be believable - which is unusual for this genre. I was also surprised to see that there were some fairly well-known actors in the movie such as Danny Glover and Dina Meyer. I was impressed with the quality of movie that was created given a limited budget. Although a definite step above most horror movies, I wouldn't recommend the movie to the average viewer unless one likes the Horror genre. In that case - definitely catch this one."
One of the Most Brilliant Horror Films Ever.,3 July 2013,7.0,"You wake up. You're in room with two other guys. One of them is dead. You are trapped to the wall by a chain on your ankle. You have no idea how you got there. Imagine that. Now imagine that getting much, much worse. And you have Saw. Saw is brilliant. It has no cheap twists or turns. No clichés, which are often unavoidable in the genre. And the whole film, as a horror flick, is a refreshing break from the plentiful jump scares that other films are so prominent in using. This film is frightening. It is gruesome. It is creepy. You never find that in horror films nowadays. Even in the sequels that follow this film, they are burdened by cheap and exhausted trends that, yes, may be frightening, but never do they leave you thinking ""I didn't see that coming"" or simply leave you with your jaw hanging as much as this film does. Saw also benefits from it's truly human characters. Characters that are flawed, troubled and real. Characters who move along the way with you. Instead of the classic ""Don't open closet, don't open the closet"" feel you get from some movies, Saw puts you there with character, totally okay with opening the closet until you realize it was an awful decision. The entire film digs at you, unsettles you, makes absolutely sure that your uneasy. It doesn't hesitate in pulling the carpet from under your feet. So many horror films make you chase them. They make you panic for answers. You are scared. Saw doesn't do this however. Saw grabs you by the ankle and drags you in until your just as captive as it's characters. You are amazed. Watching Saw alone, in the dark, late at night is how it should be watched. Otherwise you'll miss the full experience that this film proves to be. To all you horror fans out there, go watch this movie right now. To all of those who don't enjoy horror films, swallow the lump in your throat and do the same."
A necessity for horror enthusiasts,12 April 2020,9.0,"I do think this is a smart movie; it started the ""strangers trapped together her and have to work together to get out"" concept. Even though Leigh Whannel (spelling might be wrong) Doesn't act that well, you can see his fear, along with everyone else's. Not the most gruesome of the series. The twist at the end is one you didn't know to begin with but then you're like ""omg totally makes sense now"". This series is a fun one to watch, all the blood and gore. It is a classic among horror films. Definitely a necessity for horror enthusiasts to watch!"
See Saw,21 March 2016,9.0,"The infamous torture porn movie that is Saw. This horror movie serves as more than just a sketch show of creative and elaborate traps rigged to kill those in its way, it is essentially a psychological mystery thriller about two men piecing together how they came to be the latest victims in a puppets game whilst also solving the puzzle that is... the identity of Jigsaw killer.The film is of course unsettling and disturbing, It's a torture porn horror film after all. The film successfully creates this uncomfortable feeling with the use of creative camera-work, good direction, nauseous plot points and (fortunately) minimal jump scares.Would you like to play a game? Let's play count the flashbacks. The film is overly reliant on the use of flashbacks that the film even contains flashbacks within flashbacks. The infamous Head trap is one of these inception like flashbacks.One other issue I had with the film was the poor/ lack of explanation for major plot points. The key in the bathtub at the very start of the film as well as the reasons for why Adam and Dr Gordon are in this situation as they haven't really done anything wrong. These plot points could have been explained far better then they were so that audience members can actually understand key moments and back story of the film.Overall Saw is a disturbing, creative and scary film that like many good horror films would subject itself to a string of sequels each one worse than the other. But it would not have happened if not for this successful horror thriller that will leave you both disturbed and intrigued to see the next instalment"
For Those Who Love to Laugh and Puke at the Same Time...,1 November 2004,7.0,"""Saw"" is relentlessly grisly. The serial-killer genre has been run into the ground recently, but ""Saw"" grinds it into mush and churns it out kicking and screaming once again. Here, the killer never really kills anyone, he simply sets up overly elaborate and grotesque scenarios that leave his hapless victims with painful choices, die a horrible death, kill yourself first, or kill someone else to escape. What we get here as viewers, is some of the best hardcore horror gore splattering this side of the latest zombie-fest.""Saw"" has everything a hardcore cult classic of this ilk needs to stand the test of time. The director, James Wan, is a hapless slap-dash hack (the editing is especially horrible) with a lovingly perverse penchant for the grotesque and macabre. Hardcore horror fans will rejoice. The film's set-ups are clever, and its executions are over the top. The film is anchored by a screamingly bad lead performance from Cary Elwes. All the performances here (save for the creepy tape-recorded voice of the Jigsaw killer) are terrible, but Elwes (who always seems to be acting as if he is still in ""The Princess Bride"") has some of the most howlingly awful sobbing/screaming scenes I have ever seen. Once you get done puking, you will laugh, as most of the audience did. I don't think the laughs are intentional, but by george, they are surely needed, because the last piece of the cult-classic-status puzzle is the stomach-churning ending. The last ten minutes of the film give us such a perverse twist, that it will leave the viewer shell-shocked. Don't expect a nice tidy ending. The film is as sloppy as its director, but the climax is as insanely ingenious as the killer it depicts. I was shocked, and so were the hardcore fans I went with, and that is saying a lot. So, if you are like us, see ""Saw"", otherwise, I can't recommend this gnarly hack-work to anyone else."
Scary movie??,19 April 2005,7.0,"Unfortunately, the lowest I can go on the rating scale is a 1. Never have I seen a movie with such a GREAT premise and promising directing lose so much because of the acting. Carey Elwes was extremely disappointing for such a seasoned actor. I mean this was suppose to be a scary movie and I couldn't help but laugh at the over dramatized way Elwes told Wannell he would send help to get him. Wannell's work wasn't nearly as bad and he's a newcomer. Overall, this could have been a great movie given some better actors, major script adjustment and WAY more than 18 days to shoot. I mean give me a break!!! You've got two guys chained at the ankle on either side of what appears to be a bathroom and a (supposedly) dead guy in the middle of the floor and you're telling me that neither of them, one being a doctor, notice that he's breathing?!?!?!? What did he do, hold his breath for 8 hours?!?!?!?Comparing this movie to Se7en and Silence of the Lambs is just plain ridiculous. Sam Raimi did a better job with The Evil Dead his first time around.The only thing scary about this movie was the acting."
Incredible horror,19 July 2019,9.0,"Despite the franchise it created, Saw is a film with minimal gore and all the better for it. Closer to Se7en than its own sequels with a focus on the psychological toll of being in one of Jigsaw's traps rather than revelling in the execution. It's a bleak, twisty thriller that's constantly changing and satisfyingly unpredictable.Cary Elwes is terrific here, trying to maintain his calm in a horrible situation but when it does get to him he's phenomenal at portraying the desperation. With less experience Leigh Whannell is obviously not as strong and yet still he's still able to go toe to toe with Elwes for the majority of the film.James Wan's direction uses the low budget so well with an idea that plays into the smaller scale and it only exceeds its limitations for a very brief car chase. Considering its mostly confined to one location, Wan brings an impressive amount of dynamism with some gloriously 2000s editing.The main set is just phenomenal, almost too convincing at being disgustingly dirty which makes everything feel even more gross. Charlie Clouser's score does so much with just one major theme, waiting until the very end to unleash it, making a great ending even better."
"""I want to play a game"".",12 July 2014,9.0,"That is the tag line for this movie. You will be hearing this continuously throughout the movie before each victim of ""The Jigsaw Killer"" has to escape their test.Saw is a psychological thriller created in 2004 by James Wan and Leigh Whannell who also is one of the lead actors in this. If you read a little bit of back story on these two, they decided to try to make a film fresh out of high school. Saw was the result and what a result it was!Saw has so many twists and turns that I will say nothing about the plot. All I will say is that this is a great psychological thriller and will keep you guessing. There have been 6 sequels after this and I will be reviewing all of them as I love this series.The soundtrack is also very well done. The ending theme is superb.Great job James and Leigh. Keep it up!"
"Good, but not great. It's hard to be bored during 'Saw'",11 October 2004,9.0,"This movie really had a chance to be a great film. The opening scenes, and many scenes in the film, are creatively very interesting and original, with a grainy look throughout that is reminiscent of 'Se7en'. The acting leaves a little to be desired, but the plot itself is first-rate stuff, with few mistakes, although of course there are always a few goofs, but it's easy enough to swallow. Beware that some of the characters may seem a little stupid, but oh, well. Take it in stride.Captivation is the key word here, in the world of 'Saw' and in the viewers themselves. You *will* be interested, and you'll want to see how it all turns out.Spoilers are definitely a no-no for this film - please see it with no previous knowledge, and you will be rewarded. There are many other movies that are more intelligent than this, but it's acceptable fare in comparison to what's served today, and well worth seeing at least once.Don't pass this up - one of the best of the season for horror fans.6.8 out of 10"
"Thin Plotting, Heavy Execution.",12 April 2007,7.0,"To start off, I'm not too joyous about the streaming abrogating responses this film has received. So it's not the best horror film of the year, big deal. Personally I'd say this film differs from many other Hollywood blockbuster big budget or low budget horror flicks out there. It's a grueling and disgusting film in the eyes of the average viewer, but to some one else, you can see how these petty criminals portrayed in the film cleverly and affectingly pull together a wicked trap or two. The sadistic torture in the film is straight to the core and doesn't resist. This is very charming, in a lurid way. The pacing in the film immediately picks up, as we get to know two of the main characters in the film. Not a whole load of character study here, more explanations and reasons, this makes way for the weak plot that needs some comeuppance. Many plots have been done in this cosmopolitan way, but not many knew where to go from here. This film doesn't just feature irritating scenes of brutal torture, tacky characters and forced on writing, instead they tried something different with the formula they are strained to bond with. To give simple yet justified examples of how realistic and original the forms of torture are in this film, I don't mean how gory they are. I mean how powerful and intriguing they are. Some mysterious and some you catch on too easily. For example, one man, gets his energy in a sickening way, pretending to shoot a person with a gun, so he can hear her heart beat. Sounds a little basic, but when you think about it, all serial killers need is to hear your screams, and that gives them enough pulse. You may retract at some of the violent scenes you'll experience throughout the coarse of this film, but it'll pass. Nothing to gruesome. You'll notice, most of the characters are very energetic, and come to life on the big screen. This is produced not only by the dignified roles, but surprisingly by the actors too. Nothing is exploited for more than it is in this film, everything is too the highest quality and purity. I guarantee it's very suspenseful and will shock and befuddle you at times, with enough pulse pounding axiomatic thrills to satisfy. Overall, originality and regenerated execution is key here.2.5 of 4 Stars"
One of the best horror movies of the 2000's,18 February 2015,7.0,"The sequels weren't that good but in my opinion, this is one of the better horror movies of the 2000's. As the film continues on, it gets more tense and the different traps make more tension. As soon as it starts, Adam and Dr. Lawrence start recalling incidents so they can figure out what happened to them and who put them there. It's a great look into human survival and it covers the depths of insanity as they start to turn on each other. I know it's excessively gory at some parts so this is not for everyone but most horror fans would probably like it. Also, at the final 5 minutes, its twist ending will knock you cold. Accompanied, by the epic score, your heart will be racing beyond belief. I'm not going to spoil the ending because it must be witnessed start to finish to be fully appreciated. But, thinking about the true nature of it, makes it more terrifying. Unfortunately, all the other sequels weren't able to recapture the charm of the first one but if you want an epic, gore-filled, tense story about survival then you'll likely enjoy this one as long as you can get past the gore."
Horror movie..... with a story!,17 August 2021,8.0,This horror movie has a mystery duriing all the movie: its the two strangers guys who are chained together and they try to know why and they will find soon that they are not very strangers. A very cult movie. It has great moments and can be very gore too. The movie have an investigation part and its not a full horror movie. We can follow policeman in their investigation to stop the guy behind all of this.
Are you quite Saw?,21 June 2014,8.0,"Whenever I write a review my conscience tells me to think of all the talented people who put so much time and effort into their project. ""Be fair"" I hear it say. On the other hand, thinking of the readers of these reviews, there are times when a dose of brutal honesty is the only option.Director James Wan and actor Leigh Wannell co-wrote Saw, therefore they have to accept the burden of culpability for what I can only describe as one of the worst films I have ever seen. This is quite remarkable considering that the opening denouement promises so much as we find Mr Wannell waking up to a living nightmare. He and fellow actor Cary Elwes find themselves chained by the ankles on either side of what can only be described as the bathroom from Hell with what is presumably a dead body between them. The only clean object is a clock on the wall. Ticking. We look forward to a psychological drama......what we get instead is a convoluted story centred on a character known as Jigsaw, a sadistic evildoer who gives his victims the chance of life if they are willing to sacrifice others. This is explained to us via flashbacks... lots of flashbacks. This gives us the opportunity to see Ken Leung as Detective Sing and his partner Danny Glover as Detective Tapp in a double act straight from the Lethal Weapon school of acting - which is actually remarkably good compared with our two leads trapped in the bathroom who are gradually running through every emotional gamut in an effort to convince us of... What? Well, this is where the problem lies. We have spent one fifth of the running time trying to establish characters, plot, development, direction. We have nothing. Mr Elwes, playing the part of a surgeon and Mr Wannell as a down-at-heel photographer have both tried tension-breaking comedic, breaking-down emotional and shouty. We shall leave them for a while as they bond, fall out, solve clues, fail miserably to escape before their deadline etc. Meanwhile we can continue with the flashbacks and find out just how easy it is for our two inept detectives to bond, solve clues and go after the homicidal maniac all on their own...Oh by the way, did I mention Zep, the rather sinister hospital orderly, or John, Dr. Gordon's patient with an inoperable frontal lobe tumour. How about the good doctor's wife Alison and daughter Diana? Well they all pop up in the inevitable flashbacks. Eventually everybody, doctor,wife, daughter, policeman who is still alive, photographer, patient, extremely patient reviewer get together in a Grand Guignol finish... Oh sorry - you want me to save one-hundred minutes of your life? Here goes. Doctor has to kill photographer by six o'clock in order to save his wife and daughter who are being held by orderly who has been poisoned by maniac who will only give him antidote if he kills doctor's wife and daughter. Detective, who went insane after maniac killed his partner, is paying photographer to follow doctor who he thinks is maniac. Orderly fails to follow through due to not tying doctor's wife properly, detective arrives, fights orderly, speeded-up car chase a la Keystone Kops - no idea why. Both end up in the sewers, detective dies. Doctor loses concentration, realises it is now gone six. saws through his own ankle, shoots photographer but fails to kill him. Drags himself out of bathroom. Reviewer loses concentration. What we thought was a dead body in the bathroom turns out to be patient John aka Jigsaw who gets up and kindly tells photographer that key to padlock is in bath - same bath that photographer emptied of water at beginning of film thus leaving him trapped there. John/Jigsaw leaves.To sum up: a film with sadistic overtones, poor acting, what we can only presume to be an unfinished script, ludicrous plot and loose ends inevitably leading to sequels which, fortunately for all of us I shall not be either viewing or reviewing.Whilst IMDb offer no clues as to the ages of reviewers I feel fairly confident in declaring that most of the people who give this film a vote of seven or more would be below thirty. It would be interesting to see what would happen if they all came back in twenty years and revised their votes..."
Who wins?,30 October 2005,8.0,"Before I saw this film, I'd heard it was messed up, but I figured I'd probably seen worse. I'd sat through Se7en, with it's implied razor-dildo scene, the twitching and general creepiness of the original Ring films, and god knows what else.Saw is, however, something else.I'm not even sure if it's entertainment. I just sat on the edge of my seat for nearly two hours, waiting for it to be over and everything to be alright again. As a horror film it works fantastically well; it holds its audience, is next to unguessable, and frequently throws out scenes that make you jump. It also engages its audience really well and I don't think I've ever screamed so much at the screen watching a film; never have I wanted a bad guy to cop it in the most gruesome way so much and been left so consitently frustrated.In keeping with the recent trend in horror flms, the end leaves you with nothing. Nobody wins. Most of the characters end up dead. I suppose we can be glad the kid wasn't shot, but then some guy hacked off his own ankle, which kinda evens that out. It's frustrating because it's so well made but just...eats away at your soul for two hours. It causes no lasting damage, but you come away wondering what sort of mind could come up with something like this. And then make a sequel. And announce a third.Clever, well-made, exciting and scary, Saw is definitely worth watching and creates a lasting impression."
Very unpleasant but it IS a horror film,13 November 2004,8.0,"Grim, sadistic story of a maniac who tortures people in various ways. He gives them ways to live but they have to do something morally wrong to get that. One woman has a device that will rip her jaw open. The key is inside the stomach of a live man--she has to cut it out of him. In this one two men are chained to pipes on either side of a disgusting bathroom. Between them is a dead body. The killer leaves them clues to free themselves---but if that don't do it in an allotted amount of time--they'll be left to rot there and die.The film is grim, dark and extremely disturbing. There's not one bit of humor in it--it's very much like the movie ""Se7en"". The acting is superb and the tension builds slowly. The final act is very violent, brutal and does NOT have a happy ending. I was left shaking but it scared me---and that's exactly what a horror film should do. The only negative it left room (sigh) for a SEQUEL! But that's to be expected nowadays.Worth seeing for horror fans with strong stomaches but brace yourself. I give it an 8."
Creepy!,3 March 2005,7.0,"""Saw"" is a morality tale to the extreme. The question ""What would you do to stay alive"" is constantly posed through the movie. 2 men, Dr. Gordon (Cary Elwes) and Adam (Leigh Whannelle, who also helped with the screenplay)wake up in a room, each with a chain on their foot. A creepy voice tells the doctor that he has to make a choice: Kill Adam by 6 or his wife and child will die. Through a series of flashbacks, we find out that Dr. Gordon was originally a suspect in a series of grisly murders dubbed ""The Jigsaw Murders."" Funny thing is, the victims aren't murdered, but are manipulated by the serial killer to do themselves in. Many of the ""murders"" are graphic (This one individual had to climb through heavy duty barbed wire in order to escape). Danny Glover plays a detective that becomes obsessed with the case (And has his own battle scars dealing with the killer). The ending is jaw dropping and you just KNOW that a sequel would have to be made (TOO many unanswered question!). By the time the credits roll, you wonder if YOU would do the same to stay alive.For true horror buffs and for those who want a good scare."
Saw,21 August 2021,7.0,"I've never seen any of the Saw films until now, and I'm glad I did. This wasn't what I was entirely expecting, but it was a pleasant surprise, understanding now, the high praise around it."
Better than average but not perfect thriller/horror,12 May 2006,10.0,"Saw is one of those sort of movies where the less said about it the better.... but the whole plot surrounds two men who wake up chained in a dirty bathroom who soon discover they are playing a psychopath's game where the only way to escape is for one man to kill the other...Saw is a pretty interesting movie for the most part - with heaps of plot twists and ""killer"" scenes - it delivers the requisite thrills and chills that a good horror/thriller movie should.Some of the scenes are just soo squirming disturbing - it should have the horror fans begging for more...But for all its pluses - I find that the acting in Saw is a little undercooked. Leigh Whannell, an ex-Australian TV presenter feels a little out of his depth in the more emotional scenes (not to mention that his accent seems to drop in and out of being Aussie) and Cary Elwes character seems to go from ""perfectly sane"" to ""insanely mad"" in about two seconds at the climax of the film. That moment (and you would know it if you have seen the movie) - just doesn't gel like it should...But despite it flaws - Saw is a pretty good movie (for those into gutwrenching horror stuff)..."
Good...Not Great.,19 September 2005,10.0,"My only complaint with this movie is Cary Elwes.Danny Glover...unlike in Predator 2...does an exceptional job, but Cary Elwes...nothing against his acting ability. He's exceptionally talented. And he clearly does his best.He's just too Mr. Rogers for this role. I think perhaps his casting was intended to provide a kind of sense that this could happen to anyone. Even the most innocent well-intended character.But I don't know. He didn't seem to fit the role.Aside from the casting, however, this movie rules, and that's why I'm giving it an 8 out of 10. The ""bad guy"" is unbelievable...one of the smartest and coolest mad geniuses I've seen in a movie for...a while.And the ending...well... it will surprise you. And the last line is something you'll be quoting for weeks afterward.Go see it."
"Implausible, irritating and full of plot holes",9 July 2006,7.0,"The current rating for this horror film indicates it is one of the greatest of all time. Give me a break! It's not even close. Unless you are VERY forgiving of glaring plot holes, bad acting, annoying dialogue, ""trendy"" rapid fire MTV-style editing, lame ""edgy"" industrial music soundtracks and a pathetic ""moral"" justification for murder delivered by a psycho obviously copied from Kevin Spacey's Se7en character, then you might be amongst the people who think this is something special. But if you're like me and take a more analytical approach to these thrillers, this thing simply falls apart at the seams and leads up to a surprise twist so implausible and unbelievable it must be seen to be believed. Not only this, but the film refuses to stay in one place for long. It jumps from the main story (leads Cary Elwes and Leigh Whannell chained up in a bathroom and trying to figure a way to escape) about five times too many to maintain the suspense. We get to see bits and pieces of the police investigation and the killer terrorizing the wife and daughter of Elwes' doctor character. Said wife acts like a complete and utter moron even after the killer sticks a gun in her daughters face.It's not a great movie. It's not even a good movie. It's just a pedestrian thriller all jazzed up with tricky editing, jump cuts, some gore and loud music to appeal to the teenagers and intellectually stunted adults in the audience. Anyone with a brain, however, will find it hard to swallow and not worth the effort at all."
Sadistic nonsense that panders to those seeking thrills over logic.,28 December 2006,7.0,"Just when I thought ""Copycat"" and ""Nightwatch"" couldn't be ""topped"" in the serial-killer genre, comes this piece of garbage straight out of the pen of a cretin. Either that or he considers every potential viewer to be a cretin. This nonsense has so many gaping holes in logic that it looks like a filmic version of Swiss cheese, and has more far-fetchedness than I've seen in years. Stylish? Yes, but does that even begin to make up for a plot so ridiculous it could have been written by Ed Wood's nostril in a nano-second? It is rare that I so give up on a movie that I have to fast-forward certain scenes to get it over with. Check out the mind-bogglingly dumb ending: one of the dumbest in the history of ALL cinema. What's next? A serial-killer who kills million people a day, looks like a giraffe, jumps like a kangaroo, and lives on Mars?"
A true suspense thriller,23 December 2006,1.0,"Saw in my opinion is an excellent suspense thriller/horror film. Many people pick it apart for several different reasons, and while i admit it may have it's flaws, i believe the important thing about a movie is the effect it has on you while watching it, rather than what you get when you pick apart every single little detail, and this particular film blew me away.It's somewhat of a slow builder, but that's one of the things that makes it so good. It introduces the characters and keeps you interested in what's happening to them and how they interact with each other. You feel like you're there with them the whole time throughout their ordeal, and it makes you care about the characters.Some of the scenes in this movie are truly suspenseful. One in particular will have you on the edge of your seat, not wanting to even breathe, and then even though you should be able to guess what happens at the end of the scene, it will still make you jump.other scenes will make you laugh right before throwing in something completely unexpected.and after all of the excellent, gripping build up, all hell finally breaks loose in the end, leading up to one of the best horror film endings i have ever seen.This is an exciting movie that will get your heart racing, and i gave it a 10/10. i recommend everybody who's into psychological thrillers and who don't mind a little excess blood see this film."
A game you have no choice to be a part of,28 February 2007,1.0,"Can you imagine being a part of somebody's sick and demented game that could result in your death? Adam (Leigh Whannel) and Dr. Lawrence Gordon (Cary Elwes) were just that. They both woke up in a room in some unknown building, chained to pipes with a dead man on the floor. In that room were all the clues and tools they needed to escape, or risk perishing there; all they had to do was find them.""Saw"" was one twisted movie but it was well done. The movie held you in suspense throughout while also interweaving the necessary background information that lead the two pawns to their current situation. Saw was made effective by having an appealing multi-layered plot. There was the cop trying to catch Jigsaw (the bad guy), there were the two guys in the room trying to get out, and of the two guys, one guy in the room also needed to save his family, and on top of all that you are trying to figure out just who the bad guy was.I was completely engrossed in this movie. I wanted to see the two guys survive and I desperately wanted the mastermind behind the whole sick scheme to be caught, and preferably tortured. This was one of those thrillers where you had a true rooting interest in seeing the antagonist either caught or destroyed. Every suspense or thriller has an antagonist, but not many have one that you can really loathe and pray for his demise. ""Saw"" effectively combined the suspense of whether or not the two main characters would survive along with the suspense of whether or not the bad guy would be caught. This was a well done movie, and even though the ending infuriated me to no end, it was a great twist."
The Start Of Torture P*rn,13 March 2020,8.0,"Look, this movie started a lot of intense and very gory horror movies. I will say that the only reason I'm not giving this a 6/10 is because of the fact that this movie was made because the people making it said. Hey, what if we made a horror movie that takes place in one room. Without seeing the sequels I am confident that they're better. The problem with this movie is that although they show the other victims of Jigsaw, we don't have any reason to care. Saw is mainly about 2 people, kidnapped and trapped in one room. Trying to get out. Many of the editing in this movie is just sped up creepy montages, but I am still going to give this one a 7. Don't know if I will ever watch the sequels, but this is a must watch for any horror fan, even if parts of it don't make a lot of sense."
' so I saw Saw last night...',2 January 2006,9.0,"Clever, highly intense horror-thriller is one of the most intelligently done killer thrillers in years.Two men awaken to discover that they are chained inside a dilapidated old restroom, having fallen into the hands of a murderer who likes to play deadly games with his victims.Well-written and tightly directed, Saw is a truly dark and nerve-grinding kind of suspense thriller. From it's mysterious opening to it's twisted, shocking finale it is a high-powered shocker that's sure to draw in any viewer. It packs plenty of chilling sequences, eerie atmosphere, and references to some old-school horror films.The cast isn't bad. Cary Elwes does a good performance as a trapped doctor who is desperate to save his family from the madman. Leigh Whannell (who co-wrote the film) is great as a photographer who's also caught up in the madness. Veteran actor Danny Glover is perfect as a police detective determined to find the killer.An unforgettable horror film all around, Saw is not to be missed.*** 1/2 out of ****"
Gruesome but effective horror film,28 February 2006,9.0,"Saw was a disturbing film with some really gruesome scenes. This movie was definitely a psychological beat down in my experience of watching it. The over the top acting was a little too much, but it got its point across.This is a movie about a serial killer named Jigsaw. He wants to teach certain amoral people how to value life, but he does so in such a horrifying way that his victims must overcome vicious tests where they either do what they need to survive or die because they didn't try hard enough. With his tests there is always a way out, but it is up to the victims to show how far they will go to survive.Dark and disturbing, with very little hope for it characters, this was one of the most depressing horror movies I've ever seen. Nothing more to say. I may not have liked this movie very much, but I mean that in a good way. When you see the movie you will know why."
"An amazing, slick, sick whodunnit",8 April 2006,7.0,"Less a horror than a slick, sick whodunnit, this amazing film certainly has it all: scares, shocks and twists. Basically, photographer Leigh Whannell (who also co-wrote the script) wakes up chained by the ankle to a bathroom wall. Chained to the other end is doctor Cary Elwis. They soon realise they are playing one of the ""Jigsaw"" killer's sick games, in which he teaches the victims how much life is worth.High on logic and (reasonably) low on gore, James Wan and Leigh Whannell seem to unmask the killer pretty early on in the film, before cleverly misdirecting you. Although the film is pretty low on gore, I would still only advise you to watch it if you are strong-hearted, as the atmosphere is quite harrowing."
Oh my God. How TERRIBLE can a movie get?,11 January 2008,7.0,"I saw this film in seventh grade. And liked it. i even brought myself to comparing it to ""The Silence of the Lambs"" at one point. How? i don't know. I thought of it in such a way i even showed it to one of my friends about two months later and told him it was better than Dawn of the Dead. For this i should be tarred and feathered. BUT, upon this second viewing, i started to notice things. Things that I didn't notice the first time. That viewing took me to a place i have only been to on two other occasions, but I won't get into that now. I'll just say that when the movie was over i had to apologize to my friend for lying and rethink this movie over and over.The first aspect of this movie i hated was the editing. Are we watching MTV or what? i beg one of you readers to count how long the longest shot in one of the escape scenes is. You won't touch 4 seconds. Maybe 3. Perhaps the tension would build a little bit if the camera relaxed and waited for a human being who is not on speed to catch up with it. At least that way we know what we're afraid of instead of picturing the 1/100 second flashes of the ""scary things"".The acting was atrocious and not in a charming horror movie way. The second leading man can't do a thing to cover up a British accent and Cary Elwes gave one of the worst performances in cinematic history. Why would the casting department hie a man who can't give a cry of pain to save himself from a real cry of pain. And Danny Glover? Does anything even need to be said? YES! What a bad role for even an ""only good in one movie(Tenenbaums)"" actor. We see know descent into madness. This is most likely because of the poor and pathetic writing or the sub-par performance given for a sub-par movie.Come to think of it, I can't think of one actor in this movie who I'd like to see in anything else unless they were playing a struggling and out of work actor. Ironic?Now for the development flaws. I'll start with the obvious one. how can it be that two healthy men can sit in a room for hours with a dead man WHO IS BREATHING? Do they expect us to buy that? An idiot maybe(Which isn't saying much for Saw fans). Not to mention that they spent a good amount of time near the beginning of the film focusing directly on ""the dead man"". Next, the killer's whole ""philosophy"" about how he doesn't actually kill people, he causes people to kill themselves. What? My metaphor is that if you put a landmine in the front yard of a day-care center and wait for recess, you didn't do anything wrong. It's the kid's fault they walked onto the landmine that you put there. Who honestly thinks this makes sense? Be honest. Also, this killer claims to give everyone a chance to get out of his traps. But Dr. Gordon has to kill Adam in order to get out and save his family. This gives Adam what kind of chance? On the tape, never does our killer mention a way for Adam to be saved. This goes against his whole philosophy. The flashback in which the girl is let free: There are numerous things that bother me about this sequence. For one, the principle that i applied to the Adam situation applies to the drugged stranger laying on the floor with his stomach cut open. Also, the cancer-ridden killer is somehow able to rig up a ""creepy"" doll to ride a tricycle and turn its head? That's just unrealistic for lack of a better word. Last but certainly not least, she later says that he helped her. Why? Because he got her off drugs? I know about drug-addicts and an experience like that would not want to make them do less drugs. And this helps her better than, say, rehab? Also, if this helping principle is applied to every case, how does it apply to Dr. Gordon and Adam's situation. Will killing a virtually innocent human being help a man with his infidelity problems? Cheating on your wife is not nearly as bad as killing a man. Apparently, I disagree with the killer. Too bad. What was Adam's wrong-doing in the first place?Why would a man who is just an orderly at a hospital who appears to be the killer at first, but soon is rectified take pleasure in tying up a mother and daughter at gunpoint? Not only does he do that, but he listens to the girls heartbeat as he points the gun at her mother's head. What was cause this guy to think that his killer is the only possessor of the antidote to his poison? I'd rather go for help hoping that the cure isn't Tridium. And even if the killer DID have the only antidote, how would a cancer-ridden old man obtain possession of such a rare substance. And it never thoroughly explains what Zep did to deserve such shabby treatment from the killer.Finally, The Twist. OOOHHH! How surprising! Why? Because we, as an audience don't expect a man whose living should have been apparent to our two main characters hours earlier. The movie all builds up to these two words.......Game Over! But not my review. No. How is the game over? We've left a still alive Adam, mother, daughter and Dr. Gordon unspoken for. OK, we can assume that the killer kills Dr. Gordon, but what about the rest of the characters? Once again, the movie leads up to ""Game Over"". Probably because this movie accomplishes about as much for the film industry as a bad Video Game that no one remembers. Wait, What's the difference?"
